Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Wathne 2018,2018,PUB,25735659,<p>Design: parallel cluster-RCT</p>,<p>Country: Norway</p><p>Setting: hospital inpatient</p><p>Speciality: infectious disease/pulmonary medicine/gastroenterology</p><p>N health professionals: NR</p><p>N patients: 1802</p>,<p>Number of arms: 3</p><p>Description of groups: Control 1: no intervention; Control 2: academic detailing; Intervention: A&amp;F</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: co-developed plans</p>,
Wattal 2015,2015,PUB,25735661,<p>Design: parallel cluster-RCT</p>,<p>Country: India</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F </p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: not reported</p>,
Wei 2017,2017,PUB,25735663,<p>Design: parallel cluster-RCT</p>,<p>Country: China</p><p>Setting: primary care</p><p>Speciality: paediatrics</p><p>N health professionals: 42</p><p>N patients: 769</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + guidelines + education + patient materials</p>,"<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review, computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>",
Wells 2000,2000,PUB,25735665,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 181</p><p>N patients: 1356</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + clinician/patient education</p>,"<p>Clinical behaviour category: prescribing, counselling</p><p>Format of Audit &amp; Feedback: verbal (didactic)</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>",
Welschen 2004,2004,PUB,25735667,<p>Design: parallel cluster-RCT</p>,<p>Country: Netherlands</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 100</p><p>N patients: 3620</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F clinician education + patient education</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: tri-annually</p><p>Instructions for improvement: general</p>,
Whidden 2018,2018,PUB,25735669,<p>Design: parallel cluster-RCT</p>,<p>Country: Mali</p><p>Setting: community care</p><p>Speciality: NA</p><p>N health professionals: 148</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: performance dashboard + supervision + A&amp;F; Intervention 2: supervision + A&amp;F</p>,"<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: manual chart review, patient-reported data</p><p>Frequency: monthly</p><p>Instructions for improvement: specific</p>",
Williams 2016,2016,PUB,25735671,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: neurology</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: quality improvement program + A&amp;F; Intervention 2: A&amp;F only</p>,"<p>Clinical behaviour category: screening, prescribing, treatment decision/action, counselling</p><p>Format of Audit &amp; Feedback: verbal (didactic)</p><p>Source: computerised search of charts, administrative/billing data</p><p>Frequency: variable</p><p>Instructions for improvement: general</p>",
Willis 2020a,2020,PUB,25735673,<p>Design: parallel cluster-RCT</p>,"<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 99,829</p>",<p>Number of arms: 3</p><p>Description of groups: Control: A&amp;F on blood pressure control +  reminders + education; Intervention: A&amp;F on anticoagulation + reminders + education</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: co-developed plans</p>,
Willis 2020b,2020,PUB,25735675,<p>Design: parallel cluster-RCT</p>,"<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 99,829</p>",<p>Number of arms: 4</p><p>Description of groups: Control: A&amp;F on anticoagulation + reminders + education; Intervention: A&amp;F on blood pressure control + reminders + education</p>,<p>Clinical behaviour category: screening</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: co-developed plans</p>,
Willis 2020c,2020,PUB,25735677,<p>Design: parallel cluster-RCT</p>,"<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 67,475</p>",<p>Number of arms: 5</p><p>Description of groups: Control: A&amp;F on risky prescribing + reminders + education; Intervention: A&amp;F on diabetes + reminders + education</p>,"<p>Clinical behaviour category: testing/exams, screening, prescribing, immunisation, referrals</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: co-developed plans</p>",
Willis 2020d,2020,PUB,25735679,<p>Design: parallel cluster-RCT</p>,"<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 67,475</p>",<p>Number of arms: 6</p><p>Description of groups: Control: A&amp;F on diabetes + reminders + education; Intervention: A&amp;F on risky prescribing + reminders + education</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: co-developed plans</p>,
Winickoff 1984,1984,PUB,25735681,<p>Design: other</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 16</p><p>N patients: 1847</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F </p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: not reported</p>,
Winkens 1995a,1995,PUB,25735683,<p>Design: parallel cluster-RCT</p>,"<p>Country: Netherlands</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 79</p><p>N patients: 187,000</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F </p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: semi-annually</p><p>Instructions for improvement: specific</p>,
Winkens 1995b,1995,PUB,25735685,<p>Design: parallel cluster-RCT</p>,"<p>Country: Netherlands</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 79</p><p>N patients: 187,000</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F </p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: semi-annually</p><p>Instructions for improvement: specific</p>,
Winslade 2016a,2016,PUB,25735687,<p>Design: parallel cluster-RCT</p>,<p>Country: Canada</p><p>Setting: pharmacy</p><p>Speciality: NA</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F </p>,<p>Clinical behaviour category: counselling</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Winslade 2016b,2016,PUB,25735689,<p>Design: parallel cluster-RCT</p>,<p>Country: Canada</p><p>Setting: pharmacy</p><p>Speciality: NA</p><p>N health professionals: NR</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F </p>,<p>Clinical behaviour category: counselling</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: specific</p>,
Wones 1987,1987,PUB,25735691,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: 21</p><p>N patients: NR</p>,<p>Number of arms: 3</p><p>Description of groups: Control: no intervention; Intervention 1 : A&amp;F (individual feedback); Intervention 2: A&amp;F (with group comparator)</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: bi-weekly</p><p>Instructions for improvement: general</p>,
Wu 2019,2019,PUB,25735693,<p>Design: step wedge</p>,"<p>Country: China</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: NR</p><p>N patients: 29,346</p>","<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: Quality of Care Initiative team + staff training +
clinical pathways + A&amp;F +  online technical support + patient education</p>",<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: computerised search of charts</p><p>Frequency: bi-annually</p><p>Instructions for improvement: co-developed plans</p>,
Yano 2008,2008,PUB,27857708,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 1941</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + education + priority setting + QI plan + facilitation; Intervention 2: A&amp;F + mailed guidelines</p>,"<p>Clinical behaviour category: counselling, referrals</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: quarterly</p><p>Instructions for improvement: co-developed plans</p>",
Zafar 2019,2019,PUB,25735697,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: community care</p><p>Speciality: GP/family</p><p>N health professionals: 108</p><p>N patients: 5398</p>,<p>Number of arms: 2</p><p>Description of groups: Control: CDS alerts; Intervention: A&amp;F</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: quarterly</p><p>Instructions for improvement: not reported</p>,
Ziemer 2006,2006,PUB,25735699,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 345</p><p>N patients: 4038</p>,<p>Number of arms: 4</p><p>Description of groups: Control 1: no intervention; Control 2: reminders; Intervention 1: A&amp;F; Intervention 2: A&amp;F + reminders </p>,"<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: manual chart review, computerised search of charts</p><p>Frequency: bi-weekly</p><p>Instructions for improvement: co-developed plans</p>",
Zimmerman 2014,2014,PUB,25735701,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family/paediatrics</p><p>N health professionals: NR</p><p>N patients: 81,599</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + provider education + reminders + patient materials </p>,<p>Clinical behaviour category: immunisation</p><p>Format of Audit &amp; Feedback: written</p><p>Source: computerised search of charts</p><p>Frequency: weekly</p><p>Instructions for improvement: co-developed plans</p>,
Zwar 1999,1999,PUB,25735703,<p>Design: parallel cluster-RCT</p>,<p>Country: Australia</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 157</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + guidelines + patient education + educational visit; Intervention 2: A&amp;F + guidelines + patient education + educational visit</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: other</p><p>Frequency: semi-annually</p><p>Instructions for improvement: co-developed plans</p>,
