Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Joshi 2016,2016,PUB,26536742,<p>2-arm active-controlled randomised trial</p>,"<p>100 women</p><p>Inclusion criteria: women with one previous low transverse cesarean section, singleton live pregnancy with cephalic presentation, reassuring fetal status based on cardiotocography (CTG) and ultrasound biophysical score, gestational age &gt;37 weeks, and Bishop score &lt;6.</p><p>Exclusion criteria: unclear</p>",<p>Balloon catheter Vs Oxytocin</p>,"<p>Mode of delivery, Bishop score, time from induction to delivery, neonatal death, APGAR score, and neonatal intensive care unit admission.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Kadian 2008,2008,PUB,26536744,<p>2-arm active-controlled randomised trial</p>,"<p>400 women</p><p>Eligibility criteria: primigravid women posted for induction of labor, with singleton term pregnancy and an unfavourable cervix.</p>",<p>Nitric oxide donors Vs Vaginal dinoprostone</p>,"<p>Mode of delivery, fetal distress, side effects, and uterine hyperstimulation.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Kalambe 2020,2020,PUB,26536746,<p>2-arm active-controlled randomised trial</p>,"<p>220 women</p><p>Inclusion criteria: term singleton pregnancy, cephalic presentation, viable gestation, intact membranes, and having a poor Bishop's score.</p><p>Exclusion criteria: women with a history of prior uterine surgery (lower segment caesarean section or myomectomy), multiple gestations, malpresentation, heart disease in mother, contraindication to prostaglandins, vaginal bleeding (placenta previa, active herpes infection), anomalous foetus, foetal demise, and patients not giving consent.</p>",<p>Balloon catheter plus misoprostol Vs 25 µg vaginal misoprostol</p>,"<p>Time from induction to delivery, caesarean section, postpartum haemorrhage, uterine rupture, side effects, and chorioamnionitis.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Kalkat 2008,2008,PUB,26536748,<p>2-arm active-controlled randomised trial</p>,<p>120 women</p><p>Eligibility criteria: women requiring induction of labour at term with no previous uterine surgery and no contraindication to prostaglandins</p>,<p>Vaginal dinoprostone Vs Controlled-release dinoprostone vaginal pessary</p>,"<p>Vaginal delivery within 24 hours, Bishop score, time from induction to delivery, mode of delivery, and oxytocin augmentation.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Karatas 2016,2016,PUB,26536751,<p>2-arm active-controlled randomised trial</p>,"<p>85 women</p><p>Inclusion criteria: singleton and primigravid pregnancy at term, cephalic presentation with an unfavourable cervix.</p><p>Exclusion criteria: membrane rupture, multiparity, multiple gestations, non-cephalic presentation, previous cervical intervention or curettage, pregnancy loss after 12 weeks and gestation weight of more than 4500 g.</p>",<p>Controlled-release dinoprostone vaginal pessary Vs Balloon catheter</p>,"<p>Time from induction to delivery, mode of delivery, APGAR score, and Bishop score.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Kasdaglis 2007,2007,PUB,26536753,<p>2-arm active-controlled randomised trial</p>,"<p>56 women</p><p>Inclusion criteria: singleton gestation ≥ 34 weeks, cephalic presentation, reassuring fetal surveillance, Bishop score ≤ 4, &lt; 6 contractions/hour, and no clinical evidence of chorioamnionitis.</p><p>Exclusion criteria: women with a previous uterine scar, estimated fetal weight exceeding 4500g, parity exceeding 5, placenta previa, unexplained vaginal bleeding, active herpes infection, intrauterine fetal demise, and fetal anomaly.</p>",<p>Balloon catheter plus oxytocin Vs Controlled-release dinoprostone vaginal pessary</p>,"<p>Time from induction to delivery, caesarean section, and maternal fever.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Kashanian 2006,2006,PUB,26536755,<p>3-arm active-controlled randomised trial</p>,"<p>300 women</p><p>Inclusion criteria: gestational age of 28 weeks or greater, Bishop score of 5 or less, singleton pregnancy, cephalic presentation, and intact membranes.</p><p>Exclusion criteria: previous cesarean delivery or any surgical operation on the uterus, vaginal bleeding, known allergy to prostaglandins, and intrauterine growth restriction or fetal distress.&nbsp;</p>",<p>25 µg vaginal misoprostol Vs Balloon catheter Vs Balloon catheter plus misoprostol</p>,"<p>Caesarean section, APGAR score, and time from induction to delivery.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Kashanian 2020,2020,PUB,26536759,<p>2-arm placebo-controlled randomised trial</p>,"<p>145 women</p><p>Inclusion criteria: pregnant women with a gestational age of 39-40 weeks (according to a reliable last menstrual period and ultrasound confirmation of the first trimester), intact membranes, Bishop scores of less than 6, singleton and cephalic presentation.</p><p>Exclusion criteria: maternal age under 18 or over 40 years, urgent indications for induction of labour, use of antihypertensive agents, fetal death, and contraindications for using isosorbide mononitrate. These contraindications included known hypersensitivity to the medication, cardiovascular collapse, aortic stenosis, obstructive myocardial hypertrophy, and systolic blood pressure of less than 95 mmHg.</p>",<p>Nitric oxide donors Vs Placebo</p>,"<p>Bishop score, time from induction to delivery, mode of delivery, APGAR score, and neonatal intensive care unit admission</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Kashanian 2020a,2019,PUB,26536762,<p>2-arm active-controlled randomised trial</p>,"<p>80 women</p><p>Inclusion criteria: women aged 20–40 years, gestational age between 40–42 weeks, singleton pregnancy with the cephalic presentation, Bishop score greater than 5, and favourable pelvis on examination.</p><p>Exclusion criteria: parity exceeding three, blood pressure exceeding 160/110, an abnormal non-stress test (NST), symptoms of fetal distress, proteinuria exceeding 2 g, suspected HELLP syndrome, polyhydramnios, likelihood of macrosomia, antepartum haemorrhage, history of uterine surgery, exposure to prostaglandins in the current pregnancy, and onset of spontaneous uterine contractions.</p>",<p>20 µg titrated oral misoprostol Vs Oxytocin</p>,"<p>Vaginal delivery within 24 hours, mode of delivery, and neonatal intensive care unit admission.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Kashanian 2022,2022,PUB,26536766,<p>3-arm active-controlled randomised trial</p>,"<p>120 women</p><p>Inclusion criteria: pregnant women under 40 years old, primiparous, gestational age between 40 and 42 weeks (confirmed by reliable last menstrual period and first-trimester ultrasound), singleton pregnancy, cephalic presentation, and Bishop score less than 5.</p><p>Exclusion criteria: ruptured membranes, prior prostaglandin use during the current pregnancy, history of uterine scarring, known asthma, and elevated diastolic blood pressure.</p>",<p>Osmotic cervical dilator Vs Extra amniotic saline infusion Vs 50 µg oral misoprostol</p>,"<p>Vaginal delivery within 24 hours, Bishop score, mode of delivery, time from induction to delivery, uterine hyperstimulation, oxytocin augmentation, postpartum haemorrhage, and neonatal intensive care unit admission</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Kaur 2015,2015,PUB,26536769,<p>2-arm active-controlled randomised trial</p>,"<p>100 women</p><p>Inclusion criteria: a singleton fetus in cephalic presentation, a gestational period ranging from 37 to 41 weeks, a reassuring fetal heart rate, a Bishop Score of 6 or less, and intact membranes.</p><p>Exclusion criteria: a history of prior uterine scar (including previous cesarean section and myomectomy), cephalopelvic disproportion, hypersensitivity to prostaglandins, renal, hepatic, or cardiovascular disease, severe asthma, maternal glaucoma, antepartum haemorrhage, intrauterine death or fetal anomaly, and patients with severe systemic illnesses such as uncontrolled diabetes mellitus or eclampsia.</p>",<p>25 µg vaginal misoprostol Vs 25 µg oral misoprostol</p>,"<p>Time from induction to delivery, mode of delivery, vaginal delivery within 24 hours, maternal side effects, uterine hyperstimulation, postpartum haemorrhage, and neonatal intensive care unit admission.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Kennedy 1982,1982,PUB,26536771,<p>2-arm active-controlled randomised trial</p>,"<p>100 women</p><p>Eligibility criteria: women with parity 1 or 2, carrying a singleton pregnancy with cephalic presentation, and at 38-42 weeks gestation. Only patients with a cervical score greater than 4 are eligible.</p>",<p>Vaginal dinoprostone Vs Amniotomy plus oxytocin</p>,"<p>Time from induction to delivery, mode of delivery, blood loss, APGAR score, and birth weight.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Kennel 2018,2018,PUB,26536773,<p>2-arm active-controlled randomised trial</p>,<p>50 women</p><p>Eligibility criteria: no information</p>,<p>25 µg oral misoprostol Vs 25 µg vaginal misoprostol</p>,"<p>Bishop score, mode of delivery, time from induction to delivery, and maternal satisfaction.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Keskin 2012,2012,PUB,26536775,<p>2-arm active-controlled randomised trial</p>,"<p>108 women</p><p>Inclusion criteria: pregnant women at or beyond 37 weeks gestation who haven't undergone spontaneous uterine contractions, possess a cervical Bishop score of 3 or lower, and require labour induction.</p><p>Exclusion criteria: women experiencing fetal distress prior to labour induction, as evidenced by fetal monitoring, along with abnormalities detected in an umbilical artery or Doppler examinations and cases of intrauterine growth retardation. Additionally, women with maternal diseases such as thyroid dysfunction, diabetes, hypertension, preeclampsia, or cardiac disorders.</p>",<p>Oxytocin Vs Controlled-release dinoprostone vaginal pessary</p>,<p>APGAR score and umbilical arterial blood gas</p>,"<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
